0, 0
0.47808764940239046, 2
0.6772908366533867, 5
0.8764940239043821, 10.333333333333343
1.1155378486055776, 21
1.2749003984063747, 33.33333333333333
1.4342629482071718, 48.33333333333333
1.6334661354581672, 62.999999999999986
1.8725099601593622, 73.99999999999999
1.9920318725099606, 78
2.1513944223107573, 80.33333333333333
2.3904382470119523, 81.33333333333333
2.6693227091633465, 80.33333333333333
3.2669322709163358, 76.66666666666666
3.7051792828685257, 74.66666666666666
4.063745019920319, 73.99999999999999
4.701195219123505, 75
5.139442231075698, 76.66666666666666
5.657370517928287, 77.66666666666666
6.175298804780878, 76.66666666666666
7.52988047808765, 71.33333333333333
8.167330677290838, 69.66666666666666
8.725099601593625, 69
9.960159362549803, 68.33333333333333
10.836653386454184, 67.66666666666666
11.434262948207172, 67
12.589641434262948, 68.33333333333333
13.50597609561753, 72
14.422310756972113, 73
14.980079681274901, 72.33333333333333
15.57768924302789, 70.66666666666667
16.454183266932272, 68
17.410358565737052, 66.66666666666666
18.844621513944226, 66.66666666666666
29.920318725099598, 68
