1.000E-03, 9.403E+03
1.072E-03, 8.133E+03
1.149E-03, 7.032E+03
1.149E-03, 7.334E+03
1.500E-03, 4.077E+03
2.000E-03, 2.080E+03
3.000E-03, 7.715E+02
4.000E-03, 3.730E+02
4.782E-03, 2.357E+02
4.782E-03, 6.890E+02
5.000E-03, 6.344E+02
5.104E-03, 5.995E+02
5.104E-03, 8.133E+02
5.275E-03, 7.515E+02
5.453E-03, 6.945E+02
5.453E-03, 8.018E+02
6.000E-03, 6.330E+02
8.000E-03, 2.998E+02
1.000E-02, 1.662E+02
1.500E-02, 5.550E+01
2.000E-02, 2.510E+01
3.000E-02, 8.078E+00
3.456E-02, 5.417E+00
3.456E-02, 3.244E+01
4.000E-02, 2.211E+01
5.000E-02, 1.227E+01
6.000E-02, 7.454E+00
8.000E-02, 3.363E+00
1.000E-01, 1.793E+00
1.500E-01, 5.651E-01
2.000E-01, 2.490E-01
3.000E-01, 8.009E-02
4.000E-01, 3.699E-02
5.000E-01, 2.088E-02
6.000E-01, 1.338E-02
8.000E-01, 6.940E-03
1.000E+00, 4.335E-03
