1.000000000000000021e-02,4.606201111455112696e+06
1.079801029825811116e-02,5.418781494991765358e+06
1.165970264012882417e-02,6.334301443682144396e+06
1.259015891827383257e-02,7.358538963375051506e+06
1.359486656562270378e-02,8.497436138021616265e+06
1.467975091790388494e-02,9.757604655814269558e+06
1.585121015873901251e-02,1.114687657838094980e+07
1.711615305339173748e-02,1.267501331556102633e+07
1.848203969370859970e-02,1.438972896522472426e+07
1.995692549454806605e-02,1.683775177788093686e+07
2.154950870116998513e-02,2.046029859681995958e+07
2.326918168776363066e-02,2.415585528257439658e+07
2.512608634965107432e-02,2.868149422643564641e+07
2.713117391584548427e-02,3.454953300930888206e+07
2.929626953471314160e-02,4.582683520140794665e+07
3.163414201363777545e-02,5.951958516454865038e+07
3.415857912398202745e-02,8.036010462759435177e+07
3.688446891546224432e-02,1.129146879741515219e+08
3.982788751949425249e-02,1.645723250483012199e+08
4.300619395933646949e-02,2.471682916581523716e+08
4.643813252618009951e-02,3.792411279770593643e+08
5.014394332495676621e-02,5.894963833254276514e+08
5.414548164181542944e-02,9.218805879542980194e+08
5.846634683724685061e-02,1.442333180565433264e+09
6.313202152501221076e-02,2.248899883322284698e+09
6.817002185769346911e-02,3.485418348083578587e+09
7.361005980518545155e-02,5.359695380869387627e+09
7.948421838317880350e-02,8.168424999584018707e+09
8.582714086505613404e-02,1.233141916844556236e+10
9.267623509309258489e-02,1.843494188230039215e+10
1.000718940939002988e-01,2.729130010921038818e+10
1.080577342992130596e-01,4.000763721582994843e+10
1.166808527769341436e-01,5.808870894725853729e+10
1.259921049894873468e-01,8.355652962781269836e+10
1.360464047175701519e-01,1.190968213736064606e+11
1.469030479181313298e-01,1.682670546126415405e+11
1.586260624265486974e-01,2.357259632434528503e+11
1.712845855654007154e-01,3.275074960753088379e+11
1.849532718868068804e-01,4.514289301722052002e+11
1.997127334530272857e-01,6.175060384168157959e+11
2.156500152519066071e-01,8.384731345663629150e+11
2.328591085509606473e-01,1.130469826312213623e+12
2.514415052176476317e-01,1.513831473453111816e+12
2.715067962749679875e-01,2.013988430980168457e+12
2.931733182224171563e-01,2.662543025746571777e+12
3.165688509340162660e-01,3.517610998575568359e+12
3.418313712493245005e-01,4.679803204394546875e+12
3.691098667017898016e-01,6.058691231840323242e+12
3.985652141834604700e-01,7.802507218662298828e+12
4.303711287280453934e-01,9.996068152381328125e+12
4.647151880078401742e-01,1.274029113597873047e+13
5.017999385865612449e-01,1.615417749750573633e+13
5.418440904522976442e-01,2.052837348420420703e+13
5.850838068754209420e-01,2.572310686297183594e+13
6.317740971984856513e-01,3.206283479763057031e+13
6.821903207721968787e-01,3.974657243022602344e+13
7.366298109070187339e-01,4.911630655436850000e+13
7.954136284177912852e-01,6.013649469350028125e+13
8.588884551030161463e-01,7.310099360628429688e+13
9.274286383257362987e-01,8.821093775320795312e+13
1.001438398754079806e+00,1.056883085014617500e+14
1.081354214281766701e+00,1.256522568987475781e+14
1.167647394187932619e+00,1.481385498639452812e+14
1.260826858717554622e+00,1.730685947649280938e+14
1.361442140475257911e+00,2.002173000993702812e+14
1.470086625333440367e+00,2.291830783928270938e+14
1.587401051968200028e+00,2.593644482323416875e+14
1.714077290661838449e+00,2.899485931836631250e+14
1.850862423657689382e+00,3.199175692164803125e+14
1.998563151131470095e+00,3.480772778635476875e+14
2.158050548763679188e+00,3.731125598133516875e+14
2.330265204971178061e+00,3.936687080502212500e+14
2.516222768095132789e+00,4.084555352287654375e+14
2.717019936260277824e+00,4.163654023533983750e+14
2.933840925231108177e+00,4.165922145757800000e+14
3.167964452409657738e+00,4.087354076033414375e+14
3.420771278163510232e+00,3.928724197499012500e+14
3.693752348959514542e+00,3.695857221309761250e+14
3.988517590327993467e+00,3.399361448099650625e+14
4.306805401514528953e+00,3.053821707730069375e+14
4.650492907814754773e+00,2.676535634079149062e+14
5.021607031056003478e+00,2.285953036987455938e+14
5.422336443514806703e+00,1.900026663340707812e+14
5.855044475769315859e+00,1.534693305572331875e+14
6.322283054611633091e+00,1.202675934376170000e+14
6.826807753219916286e+00,9.127381739369157812e+13
7.371594042349697951e+00,6.694458675183447656e+13
7.959854838387018461e+00,4.734122794528903125e+13
8.595059451754266888e+00,3.219371060901893359e+13
9.280954047418330077e+00,2.099040819630133203e+13
1.002158373816834391e+01,1.307820402469597070e+13
1.082131644095978018e+01,7.758022525005328125e+12
1.168486863701935263e+01,4.363743757666882324e+12
1.261733318763281808e+01,2.316999619721549316e+12
1.362420936966130114e+01,1.155634678131904297e+12
1.471143530792273957e+01,5.385432326187994995e+11
1.588542299571077443e+01,2.331325272372427979e+11
1.715309610998709644e+01,9.316091008206465149e+10
1.852193084426518155e+01,3.413164921050735092e+10
2.000000000000000000e+01,1.138105040090683937e+10
